scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE,0.150065021425806,0.00839135207406125,0.849934978574194,0.991608647925939,-0.0089426787749636,-0.0001473931087231,1.15331567508402,0.99143978687727
