scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE,0.150065021425806,0.00839135207406125,0.849934978574194,0.991608647925939,-0.0089426787749636,-0.0001473931087231,1.15331567508402,0.99143978687727
COVID,0.156380121359458,0.00729372930177328,0.843619878640542,0.992706270698226,-0.00697547198690292,-9.38898437193513e-05,1.01216025528435,0.899102137072442
