scenario,Tl,Tc,Tr,G,rB,B,PB,BB,IngresosTot,GastosTot
COVID_sinTr,0.0441150000000001,0.0736714067330298,0,0.05,0.0677864067330298,2.08162105947428,0.0677864067330298,0,0.11778640673303,0.11778640673303
COVID_phiBase,0.0441150000000001,0.0731765560682154,0.01456785,0.05,0.0527237060682156,1.9042007535606,0.0527237060682156,0,0.117291556068216,0.117291556068216
COVID_phiAlto,0.0441150000000001,0.0730548237813289,0.0226611,0.05,0.044508723781329,1.75969530096172,0.044508723781329,0,0.117169823781329,0.117169823781329
