scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
COVID_phi=0.09,0.156380121359458,0.00729372930177328,0.843619878640542,0.992706270698226,-0.00697547198690292,-9.38898437193513e-05,1.01216025528435,0.899102137072442
COVID_phi=0.14,0.147158388778192,0.00640398925277389,0.852841611221808,0.993596010747226,-0.00601089776410449,-7.87219259971276e-05,0.923217606271315,0.842572963486094
