scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
NO_FISCAL,0.226837481066707,0.00835529291593319,0.773162518933293,0.991644707084067,-0.0126689709664576,-0.000140250924008868,0.808665533941561,0.912832445368044
