scenario,Tl,Tc,IngresosTot,Tr,G,rB,GastosTot,PB,B,BB
BASE,0.0519000000000002,0.0922568276857457,0.144156827685746,0.0194238,0.05,0.0747330276857458,0.144156827685746,0.0747330276857458,2.13566464042988,0
