scenario,r,Tl,Tc,Ingresos,Tr,G,rB,Gastos,PB,B,BB
BASE,0.0393362808227539,0.0690000000000001,0.0882194967968039,0.157219496796804,0.01782,0.05,0.089399496796804,0.157219496796804,0.089399496796804,2.27269825532391,0
