scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
BASE,0.0518999999999999,0.0793460300814436,0.131246030081444,0.0194238,0.111235055292471,0.000589910999999999,0.000587174788972522,0.196637,-2.73621102747743e-06
TRANS_UP,0.0518999999999999,0.0822659357935291,0.134165935793529,0.02233737,0.111235055292471,0.000589911,0.000593510501057951,0.196637,3.59950105795084e-06
