scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
BASE,0.0518999999999999,0.0793900546225658,0.131290054622566,0.0194238,0.110991254622566,0.000875000000000001,0.000875000000000001,0.25,1.0842021724855e-19
LABTAX_UP,0.0691999999999999,0.0799920597302711,0.149192059730271,0.0194238,0.110991254622566,0.0187770051077053,0.0187770051077053,0.641930641901309,0
