scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,exp_total,primary_bal,debt_stock,global_bal
BASE,0.0519000000000001,0.0922568277224515,0.144156827722452,0.0194238,0.05,0.0747330277224516,0.144156827722452,0.0747330277224516,2.13566464147883,0
