scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE,0.150065020707111,0.00839135203420477,0.849934979292889,0.991608647965795,-0.00894267873741502,-0.000147393108019417,1.15331567963707,0.991439789237198
