scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
Current policy,0.0518999999999999,0.0795317528128402,0.13143175281284,0.0194238,0.0449456,0.000983185,0.0670623528128401,0.196637,0.0660791678128401
