scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
INF_BAJA,0.1125,0.110953532461981,0.223453532461981,0.00742500000000002,0.0665999999999999,0.00259505859375,0.149428532461981,0.291375,0.146833473868231
