scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
INF_ALTA,0.0375,0.0734434901434147,0.110943490143415,0.022275,0.0793721072580034,0.00929520935058594,0.00929638288541125,0.398,1.17353482531092e-06
