scenario,r,popI,popF,Y,C,wmean_I,wmean_F,wmean_T,giniW_I,giniW_F,giniW_T,cmean_I,cmean_F,cmean_T,giniC_I,giniC_F,giniC_T,p11_rep
SHOCK_noTR,0.0075177001953125,0.654,0.345999999999999,0.522937999999999,0.411291004208442,0.0955383937793605,1.02853537027199,0.418355347645809,0.543530317634606,0.307717350981605,0.480205861441019,0.348872700873635,0.529272421494465,0.861159950167646,0.156705955092941,0.07208446146896,0.16975445383194,0.897715394612037
