scenario,Tl,Tc,Tr,G,rB,PB,B,BB,tI_pc,tF_pc
SHOCK_noTR,0.0493049999999999,0.0740323807575195,0.01748142,0.102703838288247,0.00314503288378906,0.00315212246927198,0.4183504,7.08958548291654e-06,0,0
