scenario,r,popI,popF,Y,C,wmean_I,wmean_F,wmean_T,giniW_I,giniW_F,giniW_T,cmean_I,cmean_F,cmean_T,giniC_I,giniC_F,giniC_T,p11_rep
SHOCK_TR,0.01125,0.654,0.345999999999999,0.522937999999999,0.429802094813865,0.0949980302096416,1.01189282604322,0.412243629568059,0.541570006822103,0.30894639826861,0.479025011987475,0.367345202217271,0.547856452496446,0.898457011176274,0.151216802918641,0.0702374508527513,0.163568603543772,0.897715394612037
