scenario,Tl,Tc,Tr,G,rB,PB,B,BB,tI_pc,tF_pc
SHOCK_TR,0.0493049999999998,0.0773643770664957,0.03777882,0.0841841150664955,0.00470644199999999,0.00470644199999999,0.418350399999999,0,0.0231,0.015
