scenario,r,popI,popF,Y,C,wmean_I,wmean_F,wmean_T,giniW_I,giniW_F,giniW_T,cmean_I,cmean_F,cmean_T,giniC_I,giniC_F,giniC_T,p11_rep
NOPOL,0.005,0.653999999999998,0.346000000000001,0.561820000000001,0.558329518214597,0.355620621445412,1.59366424000729,0.783983713467822,0.517052913432933,0.270190849381469,0.453917213787951,0.45422211857521,0.755110556839334,1.1607125193886,0.161540239952826,0.103171284526812,0.196748516814442,0.897715394612037
