scenario,r,popI,popF,Y,C,wmean_I,wmean_F,wmean_T,giniW_I,giniW_F,giniW_T,cmean_I,cmean_F,cmean_T,giniC_I,giniC_F,giniC_T,p11_rep
BASE,0.01310546875,0.654000000000001,0.345999999999999,0.56182,0.446213773923033,0.122583371327999,1.06726704147612,0.449443921199249,0.540381530510661,0.308242244694934,0.477971475272188,0.381476625596171,0.568578210355888,0.932157669127217,0.15074582964111,0.0714939239681461,0.163446995265051,0.897715394612037
