scenario,A_I,A_F,A_priv,B_public
SHOCK_NoTrans,0.635371342791224,0.591022722349657,1.22639406514088,1.22639943318177
SHOCK_TransUp,0.646393292516334,0.580004918555679,1.22639821107201,1.22639943318177
