scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
BASE,0.0518999999999999,0.0793900546225658,0.131290054622566,0.0194238,0.110991254622566,0.000875000000000001,0.000875000000000001,0.25,1.0842021724855e-19
VAT_UP,0.0519,0.102354376357235,0.154254376357235,0.0194238,0.110991254622566,0.0238393217346694,0.0238393217346694,0.786955939229606,0
