scenario,r,popI,popF,Y,Ctot,wealth_mean_I,wealth_mean_F,wealth_mean_T,wealth_med_I,wealth_med_F,wealth_med_T,giniW_I,giniW_F,giniW_T,cons_mean_I,cons_mean_F,cons_mean_T,cons_med_I,cons_med_F,cons_med_T,giniC_I,giniC_F,giniC_T
BASE,0.0035,0.654,0.346,0.56182,0.441055859014254,0.0315591088060977,0.948490759603106,0.348817459981862,-0.162575107296137,0.889871244635193,0.156824034334764,0.554799186445873,0.308213268981127,0.488851880192513,0.375852553230917,0.564301413876401,0.923777903792527,0.364888659385427,0.567600394951081,0.437561369715937,0.151338796279054,0.0650715998523749,0.163774777881549
VAT_UP,0.030293083190918,0.654000000000001,0.346,0.56182,0.445019027640153,0.448307519859505,1.42706619624571,0.786958021889132,0.240600858369099,1.39776824034335,0.612360515021459,0.454825067354101,0.276921956582656,0.412041708659204,0.382224966875735,0.563710691628389,0.919528740413376,0.376059003494091,0.553605450289041,0.442369844233334,0.135655255765406,0.0907775356566922,0.159395703908737
