scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE,0.165059055418625,0.0224311665805939,0.834940944581376,0.977568833419406,-0.0274149529995487,-0.00160662121613568,0.720906669046653,0.686108854538497
VAT_UP,0.16503670096985,0.0224256342456357,0.83496329903015,0.977574365754365,-0.0274080476884348,-0.0016061098131474,0.720910742673357,0.686098908753023
