scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
BASE,0.0518999999999999,0.0927838304403993,0.144683830440399,0.0194238,0.0446274848445139,0.0806325455958852,0.0806325455958852,1.37799660951157,0
VAT_UP,0.0518999999999999,0.113737933790891,0.165637933790891,0.0194238,0.0655755956255215,0.0806385381653694,0.0806385381653694,1.37799660951157,0
