scenario,A_I,A_F,A_priv,B_public
LAB_12,0.0703931123178723,0.37905765401693,0.449450766334803,0.449456
LAB_15,0.0801695248485082,0.369274396350734,0.449443921199242,0.449455999999999
LAB_18,0.0825900000420718,0.354190575066534,0.436780575108606,0.449455999999999
LAB_22,0.104536628338025,0.344922066393431,0.449458694731456,0.449455999999999
