eta,sI,sF,r,Cmean_inf,Cmean_for,Cmed_inf,Cmed_for,Cmean_tot,Cmed_tot
0.64,3.15,5.3,0.00634563446044922,54.643576767379,93.5441222396168,0.385336346401281,0.681666584678762,151.526602956209,0.448243896462261
0.64,3.26944444444444,5.3,0.00634544372558594,55.2084678288,92.6596721431693,0.391981932913312,0.675071452230658,150.85011704002,0.453867236532866
0.64,3.38888888888889,5.3,0.00634544372558594,55.7662293341944,91.7928172955317,0.39760273914493,0.668894728959452,150.220546844932,0.459699178649506
0.64,3.50833333333333,5.3,0.00634544372558594,56.3169452991708,90.9428933152764,0.402508493615292,0.662379333267756,149.629993315098,0.465689760573207
0.64,3.62777777777778,5.3,0.00634544372558594,56.8606798154508,90.1094828557345,0.408034223555946,0.656638346316863,149.072941502044,0.47121741604674
0.64,3.74722222222222,5.3,0.00634544372558594,57.3974906441476,89.2922767431147,0.412950145946386,0.650573321076991,148.545369788196,0.476350370992241
0.64,3.86666666666667,5.3,0.00634544372558594,57.9274175670195,88.4910457945754,0.417388674141437,0.644557216608305,148.044216841481,0.481665973921282
0.64,3.98611111111111,5.3,0.00634544372558594,58.450374797388,87.7057706588616,0.422337015345652,0.638930594203391,147.566974088389,0.486633563997986
0.64,4.10555555555556,5.3,0.00634544372558594,58.9659716585643,86.9368797476805,0.426847194615632,0.633346357515166,147.111341188068,0.491296374625254
0.64,4.225,5.3,0.00634544372558594,59.4733964989184,86.185396090527,0.431770455065655,0.627808054890864,146.675010435945,0.496143960629454
0.64,4.34444444444444,5.3,0.00634544372558594,59.9714376610249,85.4528895022578,0.435568968311499,0.622318679410451,146.255604084946,0.500714283003387
0.64,4.46388888888889,5.3,0.00634544372558594,60.4586129596828,84.7412792173093,0.439800203602308,0.616880993281101,145.850717941531,0.505037512558351
0.64,4.58333333333333,5.3,0.00634544372558594,60.9333416256784,84.052583684491,0.444387619623673,0.611805617830982,145.458008353937,0.509139119338326
0.64,4.70277777777778,5.3,0.00634544372558594,61.3941045417817,83.3886944372589,0.448040803645689,0.60677830002851,145.07527763653,0.511551738535103
0.64,4.82222222222222,5.3,0.00634544372558594,61.8395643595659,82.7512124609452,0.452061928305785,0.601803488481702,144.700536249371,0.512976598860602
0.64,4.94166666666667,5.3,0.00634544372558594,62.2686383598755,82.1413546895235,0.455277681221491,0.596591674029715,144.332036663583,0.514048020779171
0.64,5.06111111111111,5.3,0.00634544372558594,62.6805293127834,81.5599209613502,0.4588606145305,0.591740162131258,143.968282539172,0.514570717511629
0.64,5.18055555555556,5.3,0.00634544372558594,63.074724647999,81.0073052384762,0.46224814289097,0.586955960561237,143.608019945163,0.514653923348948
0.64,5.3,5.3,0.00634544372558594,63.4509747877483,80.4835347991432,0.465460595934931,0.582244706840645,143.250217389325,0.514720379548582
