scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE_Bfixed,0.586875031651759,0.159881939151005,0.41312496834824,0.840118060848995,-0.181204258661721,-0.0159983049862478,0.201409307083743,0.345667456790646
