scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE_Bfixed,0.315343401909205,0.0169877133582559,0.684656598090795,0.983012286641744,-0.0176353626585977,-0.000285644249627011,0.47988001625093,0.598289732012955
