scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,exp_total,primary_bal,debt_stock,global_bal
BASE_Bfixed,0.0519000000000001,0.0815013493579243,0.133401349357924,0.0194238,0.110977549357924,0.003,0.133401349357924,0.003,0.6,2.16840434497101e-18
