scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
BASE_Bfixed,0.0518999999999998,0.0798222271800909,0.131722227180091,0.0194238,0.0449455999999999,0.00364697265625,0.0673528271800908,0.35,0.0637058545238408
