scenario,r,popI,popF,Y,Ctot,wealth_mean_I,wealth_mean_F,wealth_mean_T,wealth_med_I,wealth_med_F,wealth_med_T,giniW_I,giniW_F,giniW_T,cons_mean_I,cons_mean_F,cons_mean_T,cons_med_I,cons_med_F,cons_med_T,giniC_I,giniC_F,giniC_T,p11_rep
EQUILIBRIO,0.0249920654296875,0.654000000000001,0.345999999999999,0.56182,0.456973701745094,0.327219273857137,1.301759492248,0.664410189420375,0.114935622317597,1.25115879828326,0.476223175965665,0.488867999222005,0.291246735656792,0.43851543867955,0.39230431728967,0.579210052709971,0.947907223269827,0.381324988762863,0.573071442696877,0.454113753739299,0.140920905018003,0.0842083067177248,0.160367997025999,0.897715394612037
