scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
Current policy,0.0518999999999998,0.079500163065171,0.131400163065171,0.0194238000000001,0.0449455999999999,0.000983184999999999,0.0670307630651708,0.196637,0.0660475780651708
