scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
BASE,0.0518999999999999,0.0803184793061458,0.132218479306146,0.0194238,0.106904347743646,0.00589033156249999,0.00589033156249999,0.449455999999999,-2.60208521396521e-18
