scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE,0.091042729676848,0.00491128436178575,0.908957270323152,0.995088715638214,-0.00395769054406088,-0.000108015120147021,0.996494390412878,1.28026005603189
