scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
EQUILIBRIO,0.0518999999999999,0.082255266314117,0.134155266314117,0.0194238,0.0449428567382812,0.0166051778357863,0.0697886095758357,0.66441798828125,0.0531834317400493
