scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
EQUILIBRIO,0.443799993376095,0.102896487850463,0.556200006623905,0.897103512149537,-0.122667991183785,-0.0097835089760581,0.336669396286353,0.460192293293866
