scenario,r,popI,popF,Y,Ctot,wealth_mean_I,wealth_mean_F,wealth_mean_T,wealth_med_I,wealth_med_F,wealth_med_T,giniW_I,giniW_F,giniW_T,cons_mean_I,cons_mean_F,cons_mean_T,cons_med_I,cons_med_F,cons_med_T,giniC_I,giniC_F,giniC_T,p11_rep
EQUILIBRIO_LIMPIO,0.0664258003234864,0.654000000000001,0.346,0.56182,0.513822870424315,0.914824663514073,1.64546430821681,1.16762598058122,0.738025751072961,1.62815450643777,1.04171673819743,0.310567980032908,0.231261048417813,0.298283343706779,0.422390528989429,0.686645851055573,1.0862454952816,0.42172467594181,0.666681989704081,0.493213424458536,0.115689131502962,0.078365099601103,0.169727157987672,0.897715394612037
