scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
EQUILIBRIO_LIMPIO,0.166190123839888,0.0133873773693891,0.833809876160112,0.986612622630611,-0.00966418675092466,-0.000398187231384195,0.607959516689129,0.569728837874401
