scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
EQUILIBRIO_LIMPIO,0.0518999999999999,0.0924881166763767,0.144388116676377,0.0194238,0.0474038644803793,0.0775604521959973,0.0775604521959973,1.16762540787294,0
