scenario,Tl,Tc,TcI,TcF,Rev_total,Tr,G,rB,PB,B,BB
VATnn_18,0.0518999999999998,0.056028175780455,0.0195577227417475,0.0364704530387075,0.107928175780455,0.0194238,0.0794747446335631,0.00902450807617185,0.00902963114689163,0.449455999999999,5.12307071977997e-06
