scenario,Tl,Tc,TcI,TcF,Rev_total,Tr,G,rB,PB,B,BB
VATnn_20,0.0518999999999999,0.0615163477543299,0.021547592750784,0.0399687550035459,0.11341634775433,0.0194238,0.0846000539043642,0.0093900477001953,0.0093924938499655,0.449456,2.44614977019941e-06
