scenario,Tl,Tc,TcI,TcF,Rev_total,Tr,G,rB,PB,B,BB
VATnn_26,0.0518999999999999,0.0772372347832375,0.0273222793815348,0.0499149554017028,0.129137234783237,0.0194238,0.0992800698739798,0.0104330015148926,0.0104333649092576,0.449455999999999,3.63394365062927e-07
