scenario,Tl,Tc,TcI,TcF,Rev_total,Tr,G,rB,PB,B,BB
VATnn_22,0.0518999999999998,0.0668774730512167,0.0235043927305624,0.0433730803206542,0.118777473051216,0.0194238,0.0896061692807595,0.00974632881591795,0.00974750377045695,0.449455999999999,1.17495453900301e-06
