scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
VAT_26,0.0518999999999999,0.10869320684903,0.160593206849029,0.0194238,0.135059614349029,0.00610979249999999,0.00610979250000002,0.449456,2.25514051876985e-17
