scenario,r,popI,popF,Y,C,wmean_I,wmean_F,wmean_T,giniW_I,giniW_F,giniW_T,cmean_I,cmean_F,cmean_T,giniC_I,giniC_F,giniC_T,p11_rep
VATnn_20,0.0208920288085937,0.654000000000001,0.345999999999999,0.56182,0.46918868440253,0.147780509247,1.01968586547892,0.449459762503242,0.514311957488825,0.302578318464248,0.458578002043054,0.411842369089908,0.577583164791127,0.973803029463077,0.140455322991593,0.0685907487336472,0.146831370170156,0.897715394612037
