scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE,0.642831562082469,0.195769928826702,0.357168437917532,0.804230071173298,-0.211095759889039,-0.0204934697625602,0.147812386300148,0.281309847655689
