scenario,B_over_Y,B_level,rB,Tl,Tc,Tr,G,PB,BB
BASE,0.35,0.196637,0.00578830874182064,0.0518999999999999,0.0799654873252402,0.0194238,0.106653378583419,0.00578830874182064,0
