a,rr_sI_1,rr_sI_2,rr_sI_3,rr_sI_4,rr_sI_5,rr_sI_6,rr_sI_7,rr_sI_8,rr_sI_9,rr_sI_10,rr_sI_11,rr_sI_12,rr_sI_13,rr_sI_14,rr_sI_15,rr_sI_16,rr_sI_17,rr_sI_18,rr_sI_19
-0.099,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0917052932761087,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0844105865522175,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0771158798283262,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0698211731044349,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0625264663805436,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0552317596566524,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0479370529327611,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0406423462088698,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0333476394849785,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0260529327610873,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.018758226037196,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.0114635193133047,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
-0.00416881258941344,0.0263456344604492,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859,0.0263454437255859
0.00312589413447781,0.00634563446044922,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594
0.0104206008583691,0.00634563446044922,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594,0.00634544372558594
