a,c_informal,c_formal,sflow_informal,sflow_formal
-0.099,0.342628910064697,0.53327939729193,0,0.262764464050044
-0.0917052932761087,0.352353567741947,0.460286026539923,-0.0105049411594859,0.343103460028263
-0.0844105865522175,0.35640488581212,0.461298171236007,-0.0147692087511878,0.342036389013581
-0.0771158798283262,0.359551223335509,0.462264467598542,-0.0180379977414259,0.341019751165804
-0.0698211731044349,0.362221313318575,0.463195544219566,-0.0207829144373095,0.340041855033689
-0.0625264663805436,0.364584696275406,0.46409794058849,-0.0231904534043345,0.339095507178883
-0.0552317596566524,0.36672923212699,0.464976137922208,-0.0253572605555885,0.338175778262804
-0.0479370529327611,0.368707452511317,0.465833419375418,-0.0273411206928589,0.337279056815285
-0.0406423462088698,0.370553737845862,0.466672303438884,-0.0291798522753694,0.336402572496483
-0.0333476394849785,0.372292047391977,0.467494788190626,-0.0308998104906076,0.335544127420578
-0.0260529327610873,0.373939869830797,0.468302500289992,-0.0325202328878208,0.334701932262286
-0.018758226037196,0.37551043420672,0.469096791409127,-0.0340556714158469,0.33387450018225
-0.0114635193133047,0.377014034987547,0.46987880358938,-0.0355174499892671,0.333060574934983
-0.00416881258941344,0.378458869973429,0.470649515205615,-0.0369145861882487,0.332259080308135
0.00312589413447781,0.379964902839634,0.471407793718949,-0.0384415579382752,0.331471262094479
0.0104206008583691,0.381559642074125,0.472152055921259,-0.0401494829452035,0.330698861822949
0.0177153075822604,0.383090177343287,0.472883354154305,-0.0417867835902714,0.329940721917609
0.0250100143061517,0.384563743365928,0.473602599223493,-0.0433614180641645,0.329195840492514
0.0323047210300429,0.385986309620147,0.474310587299205,-0.0448799527927948,0.328463341760241
0.0395994277539342,0.38736287010113,0.475008020354243,-0.0463478811708653,0.32774245355071
0.0468941344778255,0.38869765295226,0.475695521981613,-0.0477698541560965,0.327032489911615
0.0541888412017167,0.389994275495829,0.476373649835992,-0.0491498508030121,0.326332837422809
0.061483547925608,0.391255861101359,0.477042905559385,-0.0504913068180838,0.325642944278088
0.0687782546494993,0.392485128782188,0.47770374279987,-0.051797213115984,0.324962311464566
0.0760729613733906,0.393684462917932,0.478356573762504,-0.0530701925142916,0.324290485556679
0.0833676680972818,0.394855968239601,0.479001774615523,-0.0543125602171163,0.32362705276937
0.0906623748211731,0.396001513715034,0.479639689992184,-0.0555263720890816,0.322971634006054
0.0979570815450644,0.397122767956547,0.480270636770799,-0.0567134636037347,0.322323880700588
0.105251788268956,0.39822122807054,0.480894907272546,-0.0578754815781161,0.321683471299677
0.112546494992847,0.39929824337543,0.481512771985367,-0.0590139102624839,0.321050108266585
0.119841201716738,0.400355035061356,0.482124481898873,-0.0601300929659919,0.320423515512739
0.127135908440629,0.401392712609516,0.482730270517673,-0.0612252501179564,0.31980343618307
0.134430615164521,0.402412287600932,0.48333035560663,-0.0623004944575024,0.31918963073623
0.141725321888412,0.403414685404786,0.483924940711339,-0.0633568438907311,0.31858187527206
0.149020028612303,0.404400755131226,0.484514216489098,-0.0643952324388039,0.317979960067537
0.156314735336195,0.405371278153648,0.485098361879004,-0.0654165196124567,0.317383688289652
0.163609442060086,0.406326975443935,0.485677545134636,-0.0664214984807619,0.316792874859467
0.170904148783977,0.407268513916836,0.486251924739298,-0.0674109026499423,0.31620734544535
