scenario,fracBorrow_I,fracBorrow_F,fracLend_I,fracLend_F,volBorrow_I,volBorrow_F,volLend_I,volLend_F
BASE,0.587460088925574,0.157389635868242,0.412539911074425,0.842610364131757,-0.179554239567939,-0.0156093220059374,0.197286848412034,0.343267863026983
INCOME_DROP,0.616451247904926,0.212260666330278,0.383548752095074,0.787739333669722,-0.173816392127018,-0.0204378353429285,0.129428251434197,0.219851958050373
INCOME_DROP_TRUP,0.614494475733811,0.212617353969811,0.385505524266189,0.787382646030189,-0.172378291576657,-0.0204386197137565,0.129453433122037,0.218396535977226
