scenario,A_I,A_F,A_private,B_public
BASE,0.0177326088440953,0.327658541021044,0.345391149865139,0.196637
INCOME_DROP,-0.0443881406928208,0.199414122707444,0.155025982014623,0.15503145
INCOME_DROP_TRUP,-0.0429248584546192,0.197957916263468,0.155033057808849,0.15503145
