scenario,labor_tax,vat_tax,rev_total,transfers,public_good,debt_serv,primary_bal,debt_stock,global_bal
BASE,0.0518999999999998,0.0795319390207771,0.131431939020777,0.0194238,0.0449455999999999,0.000983184999999999,0.0670625390207769,0.196637,0.0660793540207769
INCOME_DROP,0.0389249999999998,0.0630660577594867,0.101991057759487,0.01651023,0.0354346785864257,0.00250558793962097,0.0500461491730608,0.15503145,0.0475405612334398
INCOME_DROP_TRUP,0.0389249999999999,0.0634852630570497,0.10241026305705,0.0189867645,0.0354346785864257,0.0027028783285675,0.0479888199706239,0.15503145,0.0452859416420564
